0.509438652,0.490447973,0.459416789,0.389270137,0.389622357,0.364762973,0.288698906,0.302846864,0.266432168,0.253494728,0.24227024,0.198714865,0.202727747,0.17565159,0.146464943,0.150668575,0.123659178,0.120802395,0.113111912,0.09018767,0.090448952,0.070258121,0.066275418,0.062469762,1
0.511509556,0.424545948,0.388544798,0.330313908,0.317644289,0.316381643,0.266822312,0.263619361,0.221372355,0.211483095,0.197109092,0.178400915,0.16312792,0.162355642,0.146138757,0.12744917,0.109630075,0.10887506,0.094884842,0.09365232,0.077929833,0.072630843,0.072705529,0.052948428,1
0.539133454,0.463780702,0.433143208,0.367355797,0.376332667,0.357648505,0.28143918,0.314662371,0.274555309,0.24700028,0.242963061,0.182516189,0.196699142,0.183014736,0.144679239,0.146518424,0.113473304,0.118288702,0.105678229,0.083246953,0.08600713,0.072391336,0.067752195,0.058821477,1
0.513138666,0.409609875,0.436496481,0.372692578,0.319311442,0.28279698,0.26670732,0.237778143,0.219987321,0.216142292,0.173510405,0.182981116,0.163944594,0.145701143,0.139140262,0.135641445,0.11676093,0.101274506,0.105785562,0.086965048,0.082646948,0.066378428,0.067911132,0.059039794,1
0.463976093,0.435470836,0.377037477,0.360475223,0.311383875,0.294565223,0.258523527,0.257626366,0.219310894,0.218075639,0.184897459,0.178642655,0.169687712,0.157526164,0.134999378,0.125541921,0.12269637,0.100640218,0.106307058,0.093148801,0.088977638,0.079133044,0.06548356,0.065666332,1
0.476905248,0.495385078,0.394526685,0.361846083,0.340297738,0.268011821,0.279809585,0.250259268,0.20917508,0.232237642,0.165426423,0.169304542,0.160266866,0.126994022,0.115862243,0.116525875,0.092465249,0.094511608,0.079958076,0.071569612,0.062467252,0.067109408,0.051360928,0.050335783,1
0.530967119,0.444379668,0.386010225,0.331481649,0.348850901,0.292647619,0.271599842,0.259407592,0.22611922,0.211872561,0.195658008,0.174852688,0.180685707,0.159501621,0.144672588,0.143282122,0.134111707,0.126335321,0.109801483,0.09491623,0.09756795,0.088830558,0.082019652,0.074908359,1
0.515639114,0.433121037,0.428932628,0.379457042,0.388203503,0.323651243,0.293785278,0.301432079,0.256623129,0.22549703,0.241377218,0.217605028,0.202811933,0.197482224,0.155303528,0.169913796,0.158302024,0.132252963,0.12689164,0.11241665,0.111813704,0.095619925,0.083707053,0.081250822,1
0.53438472,0.414578861,0.400022761,0.305155764,0.337377207,0.294749446,0.229061936,0.253305625,0.224757156,0.21722434,0.198672178,0.151604198,0.180430774,0.160159075,0.147156602,0.138335224,0.113537408,0.11109855,0.103045875,0.093215517,0.084860355,0.074562707,0.064314158,0.061911725,1
0.446812087,0.500138426,0.395386684,0.344431436,0.339162286,0.316401227,0.252591045,0.261185371,0.219492467,0.209204933,0.192211633,0.167602818,0.168578244,0.134187498,0.122540299,0.107151477,0.101700267,0.083547943,0.093392796,0.066254903,0.075223507,0.063477102,0.071232376,0.058138333,1
0.522403409,0.399467549,0.399197003,0.348170434,0.317124388,0.311019217,0.261574076,0.257147305,0.225685563,0.210558486,0.207081253,0.18171937,0.172516025,0.168499919,0.15831362,0.142355505,0.126173827,0.124284078,0.121497074,0.104776121,0.09498287,0.094419624,0.089522708,0.081328643,1
0.44057543,0.460867986,0.420895702,0.370213307,0.352209586,0.307199256,0.289407072,0.259902624,0.235084338,0.231725896,0.181200406,0.201147243,0.176973809,0.16073166,0.140010694,0.158897246,0.113081491,0.127159945,0.098505162,0.106333246,0.095008664,0.084473203,0.073771672,0.072666919,1
0.477574995,0.459214909,0.417071922,0.360691959,0.328619978,0.310673809,0.293357852,0.258310108,0.231186794,0.218505325,0.208587069,0.181462359,0.183189205,0.156072445,0.153597711,0.130715251,0.113282644,0.109108898,0.095182075,0.093690558,0.086247872,0.075911958,0.082017276,0.067296816,1
0.429295065,0.390535971,0.348452855,0.328010449,0.277264274,0.273420636,0.259611433,0.233504358,0.212438356,0.20703084,0.180382131,0.148919846,0.156514291,0.145983105,0.132476802,0.122081956,0.117486807,0.104379588,0.097249097,0.088906958,0.088888748,0.07596822,0.069220336,0.058166108,1
0.534002083,0.460451781,0.410059395,0.375449513,0.378272995,0.30530667,0.269447757,0.277778476,0.241772307,0.238016721,0.217926641,0.176004931,0.186174709,0.168384411,0.15179283,0.132945313,0.129582231,0.119855473,0.104972829,0.092441636,0.092684366,0.079579293,0.07652345,0.06897669,1
0.470832237,0.440164875,0.360803846,0.369478382,0.31763998,0.272940044,0.263232463,0.237906957,0.213266699,0.197837223,0.197369636,0.160661345,0.166040837,0.144573865,0.131428626,0.123920174,0.111047872,0.108667112,0.095457025,0.090225005,0.079701902,0.073212263,0.069705146,0.06548262,1
0.466504092,0.411877917,0.384385917,0.333623291,0.306517878,0.273197347,0.233330832,0.248053923,0.216042215,0.199286006,0.182148263,0.16764017,0.166275056,0.146272414,0.131832536,0.120576439,0.105135398,0.105772737,0.098314277,0.087391402,0.089836874,0.077303482,0.07117115,0.064518708,1
0.508564701,0.42786764,0.426050406,0.324743098,0.354305465,0.318176829,0.279110899,0.263483662,0.241579289,0.228054768,0.202027246,0.188435697,0.184541839,0.168923687,0.158006384,0.143413725,0.123834481,0.124542951,0.110120103,0.104074966,0.098380502,0.086249194,0.073445696,0.072916416,1
0.521598174,0.484558558,0.393124695,0.357254471,0.316564942,0.311630659,0.264751441,0.268575892,0.231636681,0.237620444,0.204454233,0.181568968,0.19657182,0.181141107,0.162884761,0.149024093,0.135449551,0.133906526,0.124751953,0.112420509,0.099579228,0.091756315,0.087540506,0.081147423,1
0.560606219,0.364118052,0.438921013,0.319787243,0.302964872,0.329872036,0.265204201,0.241426474,0.194271586,0.194291764,0.176780624,0.148400648,0.132769332,0.119256015,0.113419826,0.097641725,0.101090442,0.082606429,0.074448569,0.071720837,0.068320813,0.069015049,0.064166623,0.047756826,1
0.527114291,0.438133402,0.455214986,0.331976754,0.355391538,0.310543534,0.266570789,0.277189728,0.23349323,0.218588312,0.209242921,0.175612309,0.182465404,0.167161934,0.147071163,0.141099512,0.124957647,0.125515096,0.110254773,0.100184712,0.093130117,0.083180662,0.083803072,0.071811291,1
0.44956591,0.419290721,0.359590749,0.30546741,0.276454681,0.263630083,0.223572525,0.22135447,0.178023152,0.1905739,0.164093402,0.15982856,0.139438386,0.127114718,0.118912389,0.108326094,0.106244381,0.09347445,0.084102382,0.073900964,0.070204886,0.06715014,0.065941071,0.058086747,1
0.534858418,0.484888743,0.483625838,0.35849712,0.373361797,0.329873737,0.303880487,0.290752958,0.275546208,0.267351451,0.23787094,0.213409806,0.221414794,0.205114319,0.182714201,0.181726052,0.165990412,0.160504926,0.143015338,0.12206048,0.11695921,0.108826028,0.093702593,0.084344008,1
0.514643647,0.425297665,0.427288411,0.409170195,0.331299679,0.330880926,0.293853868,0.254023451,0.236687112,0.228205695,0.199638561,0.184381364,0.157454082,0.137968149,0.138695608,0.119656053,0.102581792,0.099746628,0.091391388,0.080954317,0.077084193,0.070584299,0.066573205,0.059631721,1
0.452598828,0.36982208,0.344703024,0.322409422,0.285446964,0.265821334,0.21450948,0.220357086,0.193136761,0.172122451,0.172889961,0.147226276,0.15312807,0.121903408,0.121341004,0.101286131,0.092822528,0.088579649,0.091350533,0.07944585,0.077206692,0.071264218,0.075201075,0.07183866,1
0.51208858,0.452161712,0.414028907,0.401257937,0.332670406,0.328213094,0.293520376,0.253382005,0.251444768,0.21942534,0.20900411,0.198464991,0.185797885,0.167101884,0.158277153,0.149497077,0.141580154,0.131102587,0.117291382,0.10765964,0.106998154,0.096140193,0.089374124,0.080148075,1
0.497276243,0.488584867,0.401112857,0.409382928,0.340946113,0.332182203,0.298530672,0.279615674,0.266257723,0.238029871,0.240629419,0.225635861,0.188494442,0.198871968,0.172158882,0.153623086,0.140482169,0.126218176,0.118789907,0.100713984,0.098640166,0.082342484,0.077623153,0.065368461,1
0.472402606,0.371786056,0.328010329,0.295618305,0.307204469,0.256627909,0.255828357,0.255305383,0.173690226,0.195773608,0.186885556,0.168734363,0.160577249,0.128225143,0.137094676,0.120879822,0.11669295,0.109176689,0.0898826,0.091824155,0.076419647,0.064653804,0.072067133,0.058311236,1
